BW      SF  PS   SNR  BER        RSSI          ToA  U1    U2    U3  L
250000  11  110  -40  0.0499172  -154.0206002  0.2637822  0.35  0.34  0.32  2
250000  11  110  -30  0.0471072  -144.0206002  0.2637822  0.63  0.09  0.28  2
250000  11  110  -20  0.0005792  -134.0206002  0.2637822  0.43  0.24  0.33  1
250000  11  110  -10  0.0000002  -124.0206002  0.2637822  0.22  0.10  0.68  1
250000  11  110  0    0.0000002  -114.0206002  0.2637822  0.86  0.04  0.09  1
250000  12  10   -40  0.0475002  -154.0206002  0.3309572  0.53  0.30  0.17  2
250000  12  10   -30  0.0541672  -144.0206002  0.3309572  0.13  0.66  0.22  2
250000  12  10   -20  0.0000002  -134.0206002  0.3309572  0.32  0.47  0.21  1
250000  12  10   -10  0.0000002  -124.0206002  0.3309572  0.33  0.15  0.51  1
250000  12  10   0    0.0000002  -114.0206002  0.3309572  0.21  0.50  0.29  1
250000  12  30   -40  0.0466672  -154.0206002  0.3964932  0.09  0.47  0.44  2
250000  12  30   -30  0.0419442  -144.0206002  0.3964932  0.17  0.32  0.50  2
250000  12  30   -20  0.0000002  -134.0206002  0.3964932  0.70  0.09  0.21  0
250000  12  30   -10  0.0000002  -124.0206002  0.3964932  0.47  0.23  0.31  1
250000  12  30   0    0.0000002  -114.0206002  0.3964932  0.30  0.44  0.25  1
250000  12  50   -40  0.0520002  -154.0206002  0.3964932  0.04  0.31  0.65  2
250000  12  50   -30  0.0428332  -144.0206002  0.3964932  0.37  0.36  0.27  2
250000  12  50   -20  0.0000002  -134.0206002  0.3964932  0.34  0.37  0.29  0
250000  12  50   -10  0.0000002  -124.0206002  0.3964932  0.38  0.31  0.31  1
250000  12  50   0    0.0000002  -114.0206002  0.3964932  0.26  0.23  0.51  1
250000  12  70   -40  0.0528572  -154.0206002  0.4620292  0.22  0.41  0.38  2
250000  12  70   -30  0.0441672  -144.0206002  0.4620292  0.45  0.42  0.12  2
250000  12  70   -20  0.0144052  -134.0206002  0.4620292  0.62  0.28  0.10  0
250000  12  70   -10  0.0000002  -124.0206002  0.4620292  0.35  0.37  0.28  1
250000  12  70   0    0.0000002  -114.0206002  0.4620292  0.50  0.20  0.30  1
250000  12  90   -40  0.0533332  -154.0206002  0.4620292  0.31  0.15  0.54  2
250000  12  90   -30  0.0407412  -144.0206002  0.4620292  0.55  0.37  0.08  2
250000  12  90   -20  0.0000002  -134.0206002  0.4620292  0.31  0.28  0.40  0
250000  12  90   -10  0.0000002  -124.0206002  0.4620292  0.42  0.37  0.21  1
250000  12  90   0    0.0000002  -114.0206002  0.4620292  0.39  0.25  0.36  1
250000  12  110  -40  0.0511362  -154.0206002  0.5275652  0.39  0.23  0.38  2
250000  12  110  -30  0.0421212  -144.0206002  0.5275652  0.22  0.24  0.54  2
250000  12  110  -20  0.0090152  -134.0206002  0.5275652  0.23  0.35  0.42  0
250000  12  110  -10  0.0000002  -124.0206002  0.5275652  0.52  0.27  0.21  1
250000  12  110  0    0.0000002  -114.0206002  0.5275652  0.42  0.03  0.54  1
500000  7   10   -40  0.0600002  -151.0103002  0.0061952  0.53  0.17  0.30  2
500000  7   10   -30  0.0414292  -141.0103002  0.0061952  0.22  0.39  0.39  2
500000  7   10   -20  0.0428572  -131.0103002  0.0061952  0.23  0.73  0.03  2
500000  7   10   -10  0.0000002  -121.0103002  0.0061952  0.22  0.63  0.15  1
500000  7   10   0    0.0000002  -111.0103002  0.0061952  0.13  0.41  0.46  1
500000  7   30   -40  0.0528572  -151.0103002  0.0072192  0.22  0.69  0.09  2
500000  7   30   -30  0.0571432  -141.0103002  0.0072192  0.39  0.32  0.29  2
500000  7   30   -20  0.0519052  -131.0103002  0.0072192  0.29  0.45  0.26  2
500000  7   30   -10  0.0023812  -121.0103002  0.0072192  0.07  0.63  0.30  1
500000  7   30   0    0.0000002  -111.0103002  0.0072192  0.22  0.46  0.32  1
500000  7   50   -40  0.0462862  -151.0103002  0.0082432  0.44  0.25  0.31  2
500000  7   50   -30  0.0517142  -141.0103002  0.0082432  0.23  0.42  0.35  2
500000  7   50   -20  0.0502862  -131.0103002  0.0082432  0.24  0.41  0.34  2
500000  7   50   -10  0.0025712  -121.0103002  0.0082432  0.24  0.46  0.30  1
500000  7   50   0    0.0000002  -111.0103002  0.0082432  0.31  0.36  0.33  1
500000  7   70   -40  0.0459182  -151.0103002  0.0092672  0.44  0.31  0.25  2
500000  7   70   -30  0.0475512  -141.0103002  0.0092672  0.47  0.51  0.02  2
500000  7   70   -20  0.0463272  -131.0103002  0.0092672  0.07  0.34  0.59  2
500000  7   70   -10  0.0018372  -121.0103002  0.0092672  0.24  0.30  0.46  1
500000  7   70   0    0.0000002  -111.0103002  0.0092672  0.17  0.45  0.38  1
500000  7   90   -40  0.0511112  -151.0103002  0.0102912  0.45  0.52  0.02  2
500000  7   90   -30  0.0538102  -141.0103002  0.0102912  0.50  0.08  0.42  2
500000  7   90   -20  0.0431752  -131.0103002  0.0102912  0.03  0.49  0.48  2
500000  7   90   -10  0.0019052  -121.0103002  0.0102912  0.42  0.16  0.42  1
500000  7   90   0    0.0000002  -111.0103002  0.0102912  0.02  0.77  0.21  1
500000  7   110  -40  0.0489612  -151.0103002  0.0113152  0.56  0.25  0.20  2
500000  7   110  -30  0.0480522  -141.0103002  0.0113152  0.32  0.51  0.17  2
500000  7   110  -20  0.0480522  -131.0103002  0.0113152  0.05  0.34  0.61  2
500000  7   110  -10  0.0016882  -121.0103002  0.0113152  0.18  0.06  0.76  1
500000  7   110  0    0.0000002  -111.0103002  0.0113152  0.34  0.32  0.34  1
500000  8   10   -40  0.0487502  -151.0103002  0.0123902  0.16  0.42  0.41  2
500000  8   10   -30  0.0512502  -141.0103002  0.0123902  0.33  0.63  0.04  2
500000  8   10   -20  0.0512502  -131.0103002  0.0123902  0.31  0.26  0.43  2
500000  8   10   -10  0.0000002  -121.0103002  0.0123902  0.56  0.04  0.40  1
500000  8   10   0    0.0000002  -111.0103002  0.0123902  0.39  0.04  0.57  1
500000  8   30   -40  0.0554172  -151.0103002  0.0144382  0.16  0.56  0.29  2
500000  8   30   -30  0.0558332  -141.0103002  0.0144382  0.18  0.79  0.04  2
500000  8   30   -20  0.0391672  -131.0103002  0.0144382  0.51  0.31  0.18  2
500000  8   30   -10  0.0000002  -121.0103002  0.0144382  0.01  0.46  0.53  1
500000  8   30   0    0.0000002  -111.0103002  0.0144382  0.46  0.37  0.17  1
500000  8   50   -40  0.0532502  -151.0103002  0.0144382  0.15  0.28  0.57  2
500000  8   50   -30  0.0460002  -141.0103002  0.0144382  0.44  0.23  0.34  2
500000  8   50   -20  0.0457502  -131.0103002  0.0144382  0.24  0.00  0.76  2
500000  8   50   -10  0.0000002  -121.0103002  0.0144382  0.06  0.52  0.42  1
500000  8   50   0    0.0000002  -111.0103002  0.0144382  0.56  0.25  0.20  1
500000  8   70   -40  0.0489292  -151.0103002  0.0164862  0.45  0.22  0.33  2
500000  8   70   -30  0.0492862  -141.0103002  0.0164862  0.11  0.41  0.48  2
500000  8   70   -20  0.0416072  -131.0103002  0.0164862  0.32  0.18  0.50  2
500000  8   70   -10  0.0000002  -121.0103002  0.0164862  0.22  0.67  0.11  1
500000  8   70   0    0.0000002  -111.0103002  0.0164862  0.53  0.35  0.12  1
500000  8   90   -40  0.0509722  -151.0103002  0.0185342  0.56  0.40  0.04  2
500000  8   90   -30  0.0516672  -141.0103002  0.0185342  0.41  0.48  0.11  2
500000  8   90   -20  0.0437502  -131.0103002  0.0185342  0.43  0.27  0.31  2
500000  8   90   -10  0.0000002  -121.0103002  0.0185342  0.14  0.42  0.43  1
500000  8   90   0    0.0000002  -111.0103002  0.0185342  0.38  0.39  0.23  1
500000  8   110  -40  0.0500002  -151.0103002  0.0205822  0.11  0.42  0.46  2
500000  8   110  -30  0.0518182  -141.0103002  0.0205822  0.02  0.54  0.44  2
500000  8   110  -20  0.0426142  -131.0103002  0.0205822  0.18  0.40  0.42  2
500000  8   110  -10  0.0000002  -121.0103002  0.0205822  0.01  0.83  0.16  1
500000  8   110  0    0.0000002  -111.0103002  0.0205822  0.19  0.31  0.50  1
500000  9   10   -40  0.0577782  -151.0103002  0.0247812  0.40  0.39  0.21  2
500000  9   10   -30  0.0522222  -141.0103002  0.0247812  0.31  0.09  0.60  2
500000  9   10   -20  0.0311112  -131.0103002  0.0247812  0.49  0.02  0.49  2
500000  9   10   -10  0.0000002  -121.0103002  0.0247812  0.02  0.52  0.45  1
500000  9   10   0    0.0000002  -111.0103002  0.0247812  0.13  0.30  0.57  1
500000  9   30   -40  0.0470372  -151.0103002  0.0247812  0.36  0.04  0.61  2
500000  9   30   -30  0.0500002  -141.0103002  0.0247812  0.56  0.13  0.31  2
500000  9   30   -20  0.0240742  -131.0103002  0.0247812  0.38  0.14  0.49  1
500000  9   30   -10  0.0000002  -121.0103002  0.0247812  0.44  0.11  0.45  1
500000  9   30   0    0.0000002  -111.0103002  0.0247812  0.44  0.09  0.47  1
500000  9   50   -40  0.0477782  -151.0103002  0.0288772  0.29  0.37  0.33  2
500000  9   50   -30  0.0484442  -141.0103002  0.0288772  0.30  0.48  0.21  2
500000  9   50   -20  0.0331112  -131.0103002  0.0288772  0.22  0.34  0.44  2
500000  9   50   -10  0.0000002  -121.0103002  0.0288772  0.11  0.09  0.80  1
500000  9   50   0    0.0000002  -111.0103002  0.0288772  0.23  0.66  0.11  1
500000  9   70   -40  0.0530162  -151.0103002  0.0329732  0.05  0.37  0.58  2
500000  9   70   -30  0.0479372  -141.0103002  0.0329732  0.26  0.35  0.39  2
500000  9   70   -20  0.0312702  -131.0103002  0.0329732  0.22  0.39  0.39  2
500000  9   70   -10  0.0000002  -121.0103002  0.0329732  0.25  0.65  0.10  1
500000  9   70   0    0.0000002  -111.0103002  0.0329732  0.22  0.26  0.52  1
500000  9   90   -40  0.0493832  -151.0103002  0.0329732  0.10  0.28  0.62  2
500000  9   90   -30  0.0477782  -141.0103002  0.0329732  0.27  0.09  0.64  2
500000  9   90   -20  0.0311112  -131.0103002  0.0329732  0.25  0.54  0.20  2
500000  9   90   -10  0.0000002  -121.0103002  0.0329732  0.33  0.35  0.33  1
500000  9   90   0    0.0000002  -111.0103002  0.0329732  0.03  0.67  0.30  1
500000  9   110  -40  0.0482832  -151.0103002  0.0370692  0.19  0.38  0.43  2
500000  9   110  -30  0.0492932  -141.0103002  0.0370692  0.11  0.34  0.55  2
500000  9   110  -20  0.0370712  -131.0103002  0.0370692  0.48  0.17  0.34  2
500000  9   110  -10  0.0000002  -121.0103002  0.0370692  0.12  0.50  0.37  1
500000  9   110  0    0.0000002  -111.0103002  0.0370692  0.14  0.80  0.06  1
500000  10  10   -40  0.0510002  -151.0103002  0.0413702  0.31  0.14  0.56  2
500000  10  10   -30  0.0500002  -141.0103002  0.0413702  0.29  0.06  0.65  2
500000  10  10   -20  0.0120002  -131.0103002  0.0413702  0.33  0.46  0.21  1
500000  10  10   -10  0.0000002  -121.0103002  0.0413702  0.54  0.28  0.18  1
500000  10  10   0    0.0000002  -111.0103002  0.0413702  0.29  0.33  0.38  1
500000  10  30   -40  0.0476672  -151.0103002  0.0495622  0.76  0.23  0.01  2
500000  10  30   -30  0.0463332  -141.0103002  0.0495622  0.35  0.39  0.26  2
500000  10  30   -20  0.0073332  -131.0103002  0.0495622  0.05  0.55  0.40  1
500000  10  30   -10  0.0000002  -121.0103002  0.0495622  0.17  0.33  0.50  1
500000  10  30   0    0.0000002  -111.0103002  0.0495622  0.37  0.27  0.36  1
500000  10  50   -40  0.0496002  -151.0103002  0.0577542  0.45  0.49  0.05  2
500000  10  50   -30  0.0492002  -141.0103002  0.0577542  0.25  0.37  0.38  2
500000  10  50   -20  0.0136002  -131.0103002  0.0577542  0.80  0.03  0.17  1
500000  10  50   -10  0.0000002  -121.0103002  0.0577542  0.38  0.19  0.43  1
500000  10  50   0    0.0000002  -111.0103002  0.0577542  0.34  0.20  0.47  1
500000  10  70   -40  0.0538572  -151.0103002  0.0577542  0.44  0.19  0.37  2
500000  10  70   -30  0.0491432  -141.0103002  0.0577542  0.40  0.35  0.25  2
500000  10  70   -20  0.0102862  -131.0103002  0.0577542  0.46  0.45  0.09  1
500000  10  70   -10  0.0000002  -121.0103002  0.0577542  0.41  0.29  0.30  1
500000  10  70   0    0.0000002  -111.0103002  0.0577542  0.60  0.09  0.31  1
500000  10  90   -40  0.0497782  -151.0103002  0.0659462  0.15  0.55  0.30  2
500000  10  90   -30  0.0501112  -141.0103002  0.0659462  0.27  0.09  0.63  2
500000  10  90   -20  0.0135562  -131.0103002  0.0659462  0.68  0.19  0.13  1
500000  10  90   -10  0.0000002  -121.0103002  0.0659462  0.10  0.51  0.39  1
500000  10  90   0    0.0000002  -111.0103002  0.0659462  0.26  0.35  0.38  1
500000  10  110  -40  0.0513642  -151.0103002  0.0741382  0.47  0.51  0.02  2
500000  10  110  -30  0.0484552  -141.0103002  0.0741382  0.21  0.39  0.40  2
500000  10  110  -20  0.0105452  -131.0103002  0.0741382  0.53  0.27  0.20  1
500000  10  110  -10  0.0000002  -121.0103002  0.0741382  0.38  0.48  0.14  1
500000  10  110  0    0.0000002  -111.0103002  0.0741382  0.63  0.14  0.23  1
500000  11  10   -40  0.0481822  -151.0103002  0.0827392  0.36  0.26  0.38  2
500000  11  10   -30  0.0490912  -141.0103002  0.0827392  0.42  0.20  0.38  2
500000  11  10   -20  0.0000002  -131.0103002  0.0827392  0.41  0.25  0.34  1
500000  11  10   -10  0.0000002  -121.0103002  0.0827392  0.27  0.47  0.25  1
500000  11  10   0    0.0000002  -111.0103002  0.0827392  0.18  0.23  0.59  1
500000  11  30   -40  0.0530302  -151.0103002  0.0991232  0.62  0.13  0.25  2
500000  11  30   -30  0.0442422  -141.0103002  0.0991232  0.33  0.25  0.42  2
500000  11  30   -20  0.0000002  -131.0103002  0.0991232  0.30  0.40  0.30  1
500000  11  30   -10  0.0000002  -121.0103002  0.0991232  0.25  0.65  0.10  1
500000  11  30   0    0.0000002  -111.0103002  0.0991232  0.19  0.57  0.25  1
500000  11  50   -40  0.0509092  -151.0103002  0.0991232  0.40  0.08  0.52  2
500000  11  50   -30  0.0423642  -141.0103002  0.0991232  0.30  0.16  0.54  2
500000  11  50   -20  0.0000002  -131.0103002  0.0991232  0.40  0.02  0.58  1
500000  11  50   -10  0.0000002  -121.0103002  0.0991232  0.15  0.45  0.40  1
500000  11  50   0    0.0000002  -111.0103002  0.0991232  0.36  0.16  0.48  1
500000  11  70   -40  0.0503902  -151.0103002  0.1155072  0.26  0.41  0.33  2
500000  11  70   -30  0.0477922  -141.0103002  0.1155072  0.34  0.31  0.35  2
500000  11  70   -20  0.0016882  -131.0103002  0.1155072  0.66  0.27  0.08  1
500000  11  70   -10  0.0000002  -121.0103002  0.1155072  0.17  0.45  0.38  1
500000  11  70   0    0.0000002  -111.0103002  0.1155072  0.16  0.27  0.58  1
500000  11  90   -40  0.0496972  -151.0103002  0.1318912  0.28  0.06  0.66  2
500000  11  90   -30  0.0474752  -141.0103002  0.1318912  0.25  0.01  0.74  2
500000  11  90   -20  0.0012122  -131.0103002  0.1318912  0.43  0.27  0.30  1
500000  11  90   -10  0.0000002  -121.0103002  0.1318912  0.32  0.59  0.09  1
500000  11  90   0    0.0000002  -111.0103002  0.1318912  0.18  0.71  0.11  1
500000  11  110  -40  0.0511572  -151.0103002  0.1318912  0.29  0.36  0.35  2
500000  11  110  -30  0.0454552  -141.0103002  0.1318912  0.23  0.29  0.48  2
500000  11  110  -20  0.0020662  -131.0103002  0.1318912  0.31  0.06  0.63  1
500000  11  110  -10  0.0000002  -121.0103002  0.1318912  0.15  0.55  0.31  1
500000  11  110  0    0.0000002  -111.0103002  0.1318912  0.30  0.44  0.25  1
500000  12  10   -40  0.0475002  -151.0103002  0.1654782  0.18  0.41  0.41  2
500000  12  10   -30  0.0291672  -141.0103002  0.1654782  0.25  0.44  0.31  2
500000  12  10   -20  0.0000002  -131.0103002  0.1654782  0.05  0.53  0.42  1
500000  12  10   -10  0.0000002  -121.0103002  0.1654782  0.58  0.38  0.04  1
500000  12  10   0    0.0000002  -111.0103002  0.1654782  0.72  0.00  0.28  1
500000  12  30   -40  0.0452782  -151.0103002  0.1982462  0.58  0.39  0.03  2
500000  12  30   -30  0.0469442  -141.0103002  0.1982462  0.37  0.11  0.52  2
500000  12  30   -20  0.0000002  -131.0103002  0.1982462  0.46  0.42  0.12  1
500000  12  30   -10  0.0000002  -121.0103002  0.1982462  0.31  0.21  0.48  1
500000  12  30   0    0.0000002  -111.0103002  0.1982462  0.18  0.17  0.65  1
500000  12  50   -40  0.0521672  -151.0103002  0.1982462  0.53  0.35  0.13  2
500000  12  50   -30  0.0393332  -141.0103002  0.1982462  0.48  0.32  0.20  2
500000  12  50   -20  0.0121672  -131.0103002  0.1982462  0.46  0.49  0.05  1
500000  12  50   -10  0.0000002  -121.0103002  0.1982462  0.43  0.29  0.28  1
500000  12  50   0    0.0000002  -111.0103002  0.1982462  0.06  0.50  0.45  1
500000  12  70   -40  0.0503572  -151.0103002  0.2310142  0.06  0.34  0.60  2
500000  12  70   -30  0.0429762  -141.0103002  0.2310142  0.64  0.11  0.25  2
500000  12  70   -20  0.0000002  -131.0103002  0.2310142  0.18  0.81  0.02  1
500000  12  70   -10  0.0000002  -121.0103002  0.2310142  0.29  0.50  0.21  1
500000  12  70   0    0.0000002  -111.0103002  0.2310142  0.36  0.08  0.56  1
500000  12  90   -40  0.0516672  -151.0103002  0.2310142  0.38  0.32  0.30  2
500000  12  90   -30  0.0339812  -141.0103002  0.2310142  0.37  0.35  0.28  2
500000  12  90   -20  0.0126852  -131.0103002  0.2310142  0.44  0.01  0.55  1
500000  12  90   -10  0.0000002  -121.0103002  0.2310142  0.28  0.48  0.25  1
500000  12  90   0    0.0000002  -111.0103002  0.2310142  0.54  0.27  0.19  1
500000  12  110  -40  0.0483332  -151.0103002  0.2637822  0.21  0.66  0.12  2
500000  12  110  -30  0.0413642  -141.0103002  0.2637822  0.14  0.46  0.40  2
500000  12  110  -20  0.0014392  -131.0103002  0.2637822  0.49  0.43  0.08  1
500000  12  110  -10  0.0029552  -121.0103002  0.2637822  0.09  0.87  0.03  1
500000  12  110  0    0.0000002  -111.0103002  0.2637822  0.12  0.36  0.52  
